Date,date,CDID,Value,series
2020-03-15,2020 OCT,WUMP,.02,FurnitureHousehold
2020-04-15,2020 OCT,WUMQ,.06,Health
2020-05-15,2020 OCT,WUMW,.19,Transport
2020-06-15,2020 OCT,WUMX,.07,Communication
2020-07-15,2020 OCT,WUNC,.33,RecreationCulture
2020-08-15,2020 OCT,WUND,.06,Education
2020-09-15,2020 OCT,WUNE,-.06,RestaurantsHotels
2020-10-15,2020 OCT,WUNG,.07,Misc
2020-11-15,2020 SEP,WUMA,-.01,Food
2020-12-15,2020 SEP,WUMB,.08,AlcoholTobacco
2020-01-15,2020 SEP,WUMC,-.09,ClothingFootwear
2020-02-15,2020 SEP,WUMD,-.11,HousingHouseService
2020-03-15,2020 SEP,WUMP,-.03,FurnitureHousehold
2020-04-15,2020 SEP,WUMQ,.06,Health
2020-05-15,2020 SEP,WUMW,.14,Transport
2020-06-15,2020 SEP,WUMX,.07,Communication
2020-07-15,2020 SEP,WUNC,.4,RecreationCulture
2020-08-15,2020 SEP,WUND,.05,Education
2020-09-15,2020 SEP,WUNE,-.08,RestaurantsHotels
2020-10-15,2020 SEP,WUNG,.07,Misc
2021-11-15,2021 JAN,WUMA,-.06,Food
2021-12-15,2021 JAN,WUMB,.13,AlcoholTobacco
2021-01-15,2021 JAN,WUMC,-.29,ClothingFootwear
2021-02-15,2021 JAN,WUMD,-.16,HousingHouseService
2021-03-15,2021 JAN,WUMP,.06,FurnitureHousehold
2021-04-15,2021 JAN,WUMQ,.03,Health
2021-05-15,2021 JAN,WUMW,.31,Transport
2021-06-15,2021 JAN,WUMX,.05,Communication
2021-07-15,2021 JAN,WUNC,.44,RecreationCulture
2021-08-15,2021 JAN,WUND,.06,Education
2021-09-15,2021 JAN,WUNE,.1,RestaurantsHotels
2021-10-15,2021 JAN,WUNG,.03,Misc
